id,folder,instrument,matchup,N_vs_N,observed,actual_winner,predicted,predicted_ceil,predicted_winner,pcterr,abs_pcterr,domain_class,verdict,flags,arithmetic
NanoMart_SetC_1v3_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT1x1 -> InfT1x3,1v3,"[154,156]",defender,145.178885,146,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=266.4]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(3)=145.179]
NanoMart_SetC_1v5_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT1x1 -> InfT1x5,1v5,"[118,120]",defender,112.455081,113,defender,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(1)=266.4]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(5)=112.455]
NanoMart_SetC_2v2_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT1x2 -> InfT1x2,2v2,"[316,318]",attacker,177.807095,178,defender,,,out_nanomart_multicount_winner_only,FAIL,winner_only,att->def [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(2)=188.373]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(2)=177.807]
NanoMart_SetC_2v2_T1LanvT1Lan_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,LanT1x2 -> LanT1x2,2v2,"[34,36]",attacker,17.726851,18,defender,,,out_nanomart_multicount_winner_only,FAIL,factorized_K;winner_only,att->def [t=149.833*(2*2)*1/(4.088*5*1.104)*1*1/sqrt(2)=18.7803]; def->att [t=149.833*(2.004*2)*0.88/(4.08*5*1.03333)*1*1/sqrt(2)=17.7269]
NanoMart_SetC_3v1_T1InfvT1Inf_SeoYoonlvl3_Vulcanus,NanoMart,nanomart_multicount,InfT1x3 -> InfT1x1,3v1,"[151,153]",attacker,153.806151,154,attacker,,,out_nanomart_multicount_winner_only,PASS,winner_only,att->def [t=12.524*(4*6)*1/(1.022*1*1.104)*1*1/sqrt(3)=153.806]; def->att [t=12.524*(4.008*6)*0.88/(1.02*1*1.03333)*1*1/sqrt(1)=251.457]
exp0_beast,legacy,legacy,InfTNonex20000 -> none,20000v0,,defender,capped,1500+,defender,,,out_legacy_no_numeric_inputs,SKIP,legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
exp1_mirror_20k,legacy,legacy,none -> none,0v0,,attacker,capped,1500+,attacker,,,out_legacy_no_numeric_inputs,SKIP,legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
exp2_mirror_2k,legacy,legacy,none -> none,0v0,,attacker,capped,1500+,attacker,,,out_legacy_no_numeric_inputs,SKIP,legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
exp3a_lancer,legacy,legacy,LanTNonex10000 -> MMTNonex10000,10000v10000,,attacker,capped,1500+,attacker,,,out_legacy_no_numeric_inputs,SKIP,legacy_class_inferred;legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
exp3b_lancer,legacy,legacy,none -> none,0v0,,defender,capped,1500+,defender,,,out_legacy_no_numeric_inputs,SKIP,legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
exp4_inf_vs_lancer,legacy,legacy,InfTNonex10000 -> LanTNonex10000,10000v10000,,attacker,capped,1500+,attacker,,,out_legacy_no_numeric_inputs,SKIP,legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
exp4b_inf_vs_lancer_mueller_updated,legacy,legacy,InfTNonex10000 -> LanTNonex10000,10000v10000,,attacker,capped,1500+,attacker,,,out_legacy_no_numeric_inputs,SKIP,legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
exp4c_inf_vs_lancer_gordon,legacy,legacy,InfTNonex10000 -> LanTNonex10000,10000v10000,,attacker,capped,1500+,attacker,,,out_legacy_no_numeric_inputs,SKIP,legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
exp5_inf_vs_marksman,legacy,legacy,InfTNonex10000 -> MMTNonex10000,10000v10000,,attacker,capped,1500+,attacker,,,out_legacy_no_numeric_inputs,SKIP,legacy_no_numeric_inputs,legacy row skipped: no numeric normalized inputs
